平台,UPC,Part,WarehouseSKU,类目,ChineseName,ProcurementCost,YBBaseCost,小促销2C,大促销2C,大促折后价,大促2C利润,YBPromo2CMargin,小促销2B,大促销2B,YBPromo2BNetPrice,YBPromo2BProfit,YBPromo2BMargin
变体,已上,MFC-D02,T2398P391279,文件柜,黑色金属3抽转印圆弧活动柜,84.0,147.0,5,8,135.24,24.192,0.17888198757764,10,13,127.89,18.312,0.143185550082102
,已上,MFC-D03,T2398P391280,文件柜,白色金属3抽圆弧活动柜,81.4,142.45,5,8,131.054,23.4432,0.17888198757764,10,13,123.9315,17.7452,0.143185550082102
,已上,MFC-D04,T2398P391281,文件柜,白色金属3抽窄活动柜,74.0,129.5,5,8,119.14,21.312,0.17888198757764,10,13,112.665,16.132,0.143185550082102
,已上,CT-3ps,T2398P354182,咖啡桌,3件套-黑色玻璃钢制花边咖啡桌,110.0,187.0,5,8,172.04,27.632,0.160613810741688,10,13,162.69,20.152,0.123867478025693
,已上,CT-01,T2398P354183,咖啡桌,"火烧云钢木结合
半升降咖啡桌",80.0,136.0,5,8,125.12,20.096,0.160613810741688,10,13,118.32,14.656,0.123867478025693
,已上,CT-02,T2398P354184,咖啡桌,火烧云钢木半开合咖啡桌,75.0,127.5,5,8,117.3,18.84,0.160613810741688,10,13,110.925,13.74,0.123867478025693
没有图片,758548397631,CT-03,T2398P411961,咖啡桌,深胡桃木色铁木结合半开合推拉卷帘带层板圆型咖啡桌,110.0,187.0,5,8,172.04,27.632,0.160613810741688,10,13,162.69,20.152,0.123867478025693
没有图片,758548397624,CT-04,T2398P411962,咖啡桌,深胡桃木色铁木结合半开合半升降带层板圆型咖啡桌,110.0,187.0,5,8,172.04,27.632,0.160613810741688,10,13,162.69,20.152,0.123867478025693
没有图片,758548397617,CT-05,T2398P411963,咖啡桌,深胡桃木色铁木结合卷帘带层板升降矩形咖啡桌,95.0,161.5,5,8,148.58,23.864,0.160613810741688,10,13,140.505,17.404,0.123867478025693
变体,已上,PT01-WH,T2398P350187,餐边柜,白色压型对开门餐厨柜,80.0,136.0,5,8,125.12,20.096,0.160613810741688,10,13,118.32,14.656,0.123867478025693
,待上变体,PT01-BK,T2398P465983,,黑色压型对开门中储物柜,80.0,136.0,5,8,125.12,20.096,0.160613810741688,10,13,118.32,14.656,0.123867478025693
,已上,PT02-WH,T2398P350188,餐边柜,白色压型上玻下铁中空对开门储物柜餐厨柜,95.0,161.5,5,8,148.58,23.864,0.160613810741688,10,13,140.505,17.404,0.123867478025693
,已上,PT03-WH,T2398P350189,餐边柜,白色压型通对玻储物柜餐厨柜,95.0,161.5,5,8,148.58,23.864,0.160613810741688,10,13,140.505,17.404,0.123867478025693
,已上,PT04-WH,T2398P350190,餐边柜,白色金属上对开下2抽压型储物柜,100.0,170.0,5,8,156.4,25.12,0.160613810741688,10,13,147.9,18.32,0.123867478025693
,已上,PT05-WH,T2398P350191,餐边柜,白色金属中对开压型储物柜,58.0,98.6,5,8,90.712,14.5696,0.160613810741688,10,13,85.782,10.6256,0.123867478025693
没有图片,758548397662,PT06-WH,T2398P350192,餐边柜,白色上玻下铁对开门储物柜,95.0,161.5,5,8,148.58,23.864,0.160613810741688,10,13,140.505,17.404,0.123867478025693
没有图片 变体,758548397655,Pantry-07,T2398P350193,餐边柜,白色通铁对开门储物柜,90.0,153.0,5,8,140.76,22.608,0.160613810741688,10,13,133.11,16.488,0.123867478025693
没有图片,758548397648,Pantry-W1000,T2398P272122,餐边柜,厨房餐边柜,115.0,195.5,5,8,179.86,28.888,0.160613810741688,10,13,170.085,21.068,0.123867478025693
没有图片,758548397600,Pantry-08,T2398P413027,餐边柜,白色金属上下对开门K字储物柜,115.0,195.5,5,8,179.86,28.888,0.160613810741688,10,13,170.085,21.068,0.123867478025693
没有图片,758548397594,Pantry-09,T2398P413028,餐边柜,白色金属上下对开中空下一抽K字储物柜,130.0,221.0,5,8,203.32,32.656,0.160613810741688,10,13,192.27,23.816,0.123867478025693
没有图片,758548397587,Pantry-BH04,T2398P263577,餐边柜,"W2735P186334（老）
黑上下对开玻璃餐边柜、电视柜、储物柜",130.0,221.0,5,8,203.32,32.656,0.160613810741688,10,13,192.27,23.816,0.123867478025693
,已上,6D-locker,T2398P205946,locker,6门书包柜,85.0,144.5,5,8,132.94,21.352,0.160613810741688,10,13,125.715,15.572,0.123867478025693
,已上,9D-locker,T2398P205947,locker,9门书包柜,92.0,156.4,5,8,143.888,23.1104,0.160613810741688,10,13,136.068,16.8544,0.123867478025693
变体,已上,W3D-G-locker,T2398P151995,locker,3门更衣柜灰色,130.0,221.0,5,8,203.32,32.656,0.160613810741688,10,13,192.27,23.816,0.123867478025693
,758548397549,W3D-B-locker 待上架变体,T2398P285652,locker,3门更衣柜黑色,130.0,221.0,5,8,203.32,32.656,0.160613810741688,10,13,192.27,23.816,0.123867478025693
变体,已上,W6D-G-locker,T2398P151998,locker,6门更衣柜灰色,135.0,229.5,5,8,211.14,33.912,0.160613810741688,10,13,199.665,24.732,0.123867478025693
,758548397525,W6D-B-locker待上架变体,T2398P282146,locker,6门更衣柜黑色,135.0,229.5,5,8,211.14,33.912,0.160613810741688,10,13,199.665,24.732,0.123867478025693
变体,已上,W9D-G-locker,T2398P251437,locker,9门更衣柜灰色,140.0,238.0,5,8,218.96,35.168,0.160613810741688,10,13,207.06,25.648,0.123867478025693
,758548397501,W9D-B-locker待上架变体,T2398P282152,locker,9门更衣柜黑色,140.0,238.0,5,8,218.96,35.168,0.160613810741688,10,13,207.06,25.648,0.123867478025693
变体,758548397495,TOOL-A01,T2398P236483,工具,套色压型-单节工具柜,45.0,76.5,5,8,70.38,11.304,0.160613810741688,10,13,66.555,8.24400000000001,0.123867478025693
,758548397419,TOOL-B01,T2398P236482,工具,黑色常规-单节工具柜,44.0,74.8,5,8,68.816,11.0528,0.160613810741688,10,13,65.076,8.0608,0.123867478025693
变体,758548397402,TOOL-B02,T2398P374169,工具,半对开门工具柜-黑色,65.0,110.5,5,8,101.66,16.328,0.160613810741688,10,13,96.135,11.908,0.123867478025693
,758548397488,TOOL-A02,T2398P236505,工具,套色压型-半对开门工具,65.0,110.5,5,8,101.66,16.328,0.160613810741688,10,13,96.135,11.908,0.123867478025693
变体,758548397471,TOOL-A03,T2398P236567,工具,套色压型-对开门工具柜,61.0,103.7,5,8,95.404,15.3232,0.160613810741688,10,13,90.219,11.1752,0.123867478025693
,758548397396,TOOL-B03,T2398P236613,工具,黑色常规-对开门工具柜,75.0,127.5,5,8,117.3,18.84,0.160613810741688,10,13,110.925,13.74,0.123867478025693
变体,758548397464,TOOL-A04,T2398P222831,工具,套色压型-对开门工具推车,75.0,127.5,5,8,117.3,18.84,0.160613810741688,10,13,110.925,13.74,0.123867478025693
,758548397389,TOOL-B04,T2398P223005,工具,黑色常规-对开门工具推车,78.0,132.6,5,8,121.992,19.5936,0.160613810741688,10,13,115.362,14.2896,0.123867478025693
变体,758548397457,TOOL-A05,T2398P222833,工具,套色压型-上一抽下对开工具推车,86.0,146.2,5,8,134.504,21.6032,0.160613810741688,10,13,127.194,15.7552,0.123867478025693
,758548397372,TOOL-B05,T2398P223006,工具,黑色常规-上一抽下对开工具推车,92.0,156.4,5,8,143.888,23.1104,0.160613810741688,10,13,136.068,16.8544,0.123867478025693
变体,758548397440,TOOL-A06,T2398P222835,工具,套色压型-三抽工具推车-,92.0,156.4,5,8,143.888,23.1104,0.160613810741688,10,13,136.068,16.8544,0.123867478025693
,758548397365,TOOL-B06,T2398P242683,工具,黑色常规-三抽工具推车,95.0,161.5,5,8,148.58,23.864,0.160613810741688,10,13,140.505,17.404,0.123867478025693
变体,758548397433,TOOL-A07,T2398P222836,工具,套色压型-左四抽右单门工具推车,105.0,178.5,5,8,164.22,26.376,0.160613810741688,10,13,155.295,19.236,0.123867478025693
,758548397358,TOOL-B07,T2398P223007,工具,黑色常规-左四抽右单门工具推车,105.0,178.5,5,8,164.22,26.376,0.160613810741688,10,13,155.295,19.236,0.123867478025693
变体,758548397426,TOOL-A08,T2398P222838,工具,套色压型-对开门工具柜(3隔板,125.0,212.5,5,8,195.5,31.4,0.160613810741688,10,13,184.875,22.9,0.123867478025693
,758548397341,TOOL-B08,T2398P413023,工具,黑色金属3层层板对开门工具柜,125.0,212.5,5,8,195.5,31.4,0.160613810741688,10,13,184.875,22.9,0.123867478025693
变体,758548397815,FC-800B,T2398P152545,工具,"71""H三层文件柜黑",85.0,144.5,5,8,132.94,21.352,0.160613810741688,10,13,125.715,15.572,0.123867478025693
,758548397808,FC-800W,T2398P152544,工具,"71""H三层文件柜白",95.0,161.5,5,8,148.58,23.864,0.160613810741688,10,13,140.505,17.404,0.123867478025693
,758548397792,FC-914B,T2398P152542,工具,"72""H四层文件柜黑",90.0,153.0,5,8,140.76,22.608,0.160613810741688,10,13,133.11,16.488,0.123867478025693
变体,758548397334,Bed-96,T2398P290413,床,"75*38inch
双人便携式折叠床",130.0,221.0,5,8,203.32,32.656,0.160613810741688,10,13,192.27,23.816,0.123867478025693
,758548397327,Bed-96-1,T2398P403871,床,"黑色金属带床头板折叠床L190*W96*H33cm
75*38*17",140.0,238.0,5,8,218.96,35.168,0.160613810741688,10,13,207.06,25.648,0.123867478025693
变体,758548397310,Bed-78-1,T2398P403867,床,"黑色金属带床垫带床头板带储物袋折叠床L190*W78*H33cm
75*31*17",135.0,229.5,5,8,211.14,33.912,0.160613810741688,10,13,199.665,24.732,0.123867478025693
,758548397303,Bed-78,T2398P403868,床,"黑色金属带床垫带储物袋折叠床L190*W78*H33cm
75*31*17",130.0,221.0,5,8,203.32,32.656,0.160613810741688,10,13,192.27,23.816,0.123867478025693
变体,758548397297,Bed-116-1,T2398P403869,床,"黑色金属带床头板折叠床L190*W116*H33cm
75*46*17",160.0,272.0,5,8,250.24,40.192,0.160613810741688,10,13,236.64,29.312,0.123867478025693
,758548397280,Bed-116,T2398P403870,床,"黑色金属不带床头板折叠床L190*W116*H33cm
75*46*17",150.0,255.0,5,8,234.6,37.68,0.160613810741688,10,13,221.85,27.48,0.123867478025693
,758548397273,TOOL-M07,T2398P407327,工具,黑色金属上对开下抽屉带轮工具柜,100.0,170.0,5,8,156.4,25.12,0.160613810741688,10,13,147.9,18.32,0.123867478025693
,758548397266,Desk-01,W2735P332342,,火烧云棕色钢木L型一字型带插座办公桌,100.0,170.0,5,8,156.4,25.12,0.160613810741688,10,13,147.9,18.32,0.123867478025693
,758548397259,record-desk-Brown,W2735P332344,,胡桃木色铁木两抽屉带铁架唱片桌,70.0,119.0,5,8,109.48,17.584,0.160613810741688,10,13,103.53,12.824,0.123867478025693
,758548397242,record-desk-Black,W2735P332345,,黑色铁木结合柜门带插座掀盖唱片桌,75.0,127.5,5,8,117.3,18.84,0.160613810741688,10,13,110.925,13.74,0.123867478025693
,758548397235,Shoe-01,T2398P413025,鞋柜,白色金属上2抽下2翻门鞋柜,80.0,136.0,5,8,125.12,20.096,0.160613810741688,10,13,118.32,14.656,0.123867478025693
,758548397228,Shoe-02,T2398P413026,鞋柜,白色金属上3抽下4翻门鞋柜,115.0,195.5,5,8,179.86,28.888,0.160613810741688,10,13,170.085,21.068,0.123867478025693
,758548397211,Dresser-01,T2398P413029,Dresser,白色金属七抽斗柜,115.0,195.5,5,8,179.86,28.888,0.160613810741688,10,13,170.085,21.068,0.123867478025693
,758548397204,Dresser-02,T2398P413030,Dresser,白色金属九抽斗柜,135.0,229.5,5,8,211.14,33.912,0.160613810741688,10,13,199.665,24.732,0.123867478025693
,758548397198,Media-01,T2398P413024,,黑色金属对开门玻璃媒体柜,90.0,153.0,5,8,140.76,22.608,0.160613810741688,10,13,133.11,16.488,0.123867478025693
,758548397181,800FC-B-Wheel,T2398P442668,工具,黑色金属带轮中文件柜（4层板）,90.0,153.0,5,8,140.76,22.608,0.160613810741688,10,13,133.11,16.488,0.123867478025693
,758548397174,P442669,T2398P442669,,黑色金属矮文件柜（2层板）,55.0,93.5,5,8,86.02,13.816,0.160613810741688,10,13,81.345,10.076,0.123867478025693
,758548397167,P442670,T2398P442670,,白色金属下对开门上三镂空转角柜,70.0,119.0,5,8,109.48,17.584,0.160613810741688,10,13,103.53,12.824,0.123867478025693
,758548397150,P442671,T2398P442671,,白色金属上下两门中镂空一抽屉浴室窄柜,63.0,107.1,5,8,98.532,15.8256,0.160613810741688,10,13,93.177,11.5416,0.123867478025693
,758548397143,P442672-Too-8,T2398P442672,工具,黑色金属上三抽下对开工具推车,95.0,161.5,5,8,148.58,23.864,0.160613810741688,10,13,140.505,17.404,0.123867478025693
,758548397136,P442673-Too-9,T2398P442673,工具,黑色金属五小抽一大抽工具推车,95.0,161.5,5,8,148.58,23.864,0.160613810741688,10,13,140.505,17.404,0.123867478025693
,758548397129,P442674-Too-10,T2398P442674,工具,黑色金属上一抽左下一开门右下两小抽一大抽工具推车,100.0,170.0,5,8,156.4,25.12,0.160613810741688,10,13,147.9,18.32,0.123867478025693
,758548397112,P442675-Too-11,T2398P442675,工具,黑色金属上两抽下一开门工具推车,80.0,136.0,5,8,125.12,20.096,0.160613810741688,10,13,118.32,14.656,0.123867478025693
,758548397105,P442676-BC,T2398P442676,,白色金属下对开门上四镂空书柜,75.0,127.5,5,8,117.3,18.84,0.160613810741688,10,13,110.925,13.74,0.123867478025693
,758548397099,S00001-BC,T2398S00001,,"白色金属上可调层架中二抽下双对开门书柜
(分A/B包)",170.0,289.0,5,8,265.88,42.704,0.160613810741688,10,13,251.43,31.144,0.123867478025693
,758548397082,S00002-BC,T2398S00002,,"白色金属上固定层架中二抽下双对开门书柜
(分A/B包)",170.0,289.0,5,8,265.88,42.704,0.160613810741688,10,13,251.43,31.144,0.123867478025693
