Reporting Month,Supplier Part Number,Composite Part Number,Component Part Number,Manufacturer Part Number,Composite Manufacturer Part Number,Component Manufacturer Part Number,Product Class,Wayfair SKU,Wayfair Brand,Product Name,Premium Brand Strategic Item,Premium Brand Strategic Item Health,Exclusivity Violation,Revenue,Unit Sold,Total Impressions,Impression Percentile (by Class),Impression Rank (by Class),Unique Visits,Conversion Rate,Class Conversion Rate,Percent Required Tags Completed,Percent Recommended Tags Completed,Tag Health,Full Product Image,Image Health,Castlegate Target Status,Availability Rate,Availability Health,Percent Fast Delivery Badging,Median Estimated Delivery Days,Delivery Speed Health,Lifetime Review Count,Lifetime Average Customer Review Rating,Review Count Health,Review Rating Health,Price Competitiveness Health,Incidents and Returns Protection Level,Incidents and Returns Health
May 2026,5T-1980-1200,,,5T-1980-1200,,,Shelving & Racks,DMOM1000,Wayfair Canada (English),"5-Tier Garage Storage Shelving Unit, Heavy Duty Adjustable Metal Rack with 2000 lbs Capacity, Utility Shelf for Garage, Basement, Kitchen & Warehouse, Black",No,N/A,No,,,35,91,533,12,0,1.16,75,73.68,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,8,4.5,YELLOW,GREEN,,,GREEN
May 2026,5T-1980-1200,,,5T-1980-1200,,,Shelving & Racks,DMOM1000,Wayfair US,"5-Tier Garage Storage Shelving Unit, Heavy Duty Adjustable Metal Rack with 2000 lbs Capacity, Utility Shelf for Garage, Basement, Kitchen & Warehouse, Black",No,N/A,No,501.96,5,1232,98,172,95,2.11,2.41,75,75,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,8,4.5,YELLOW,GREEN,,,GREEN
May 2026,6T-2095-122,,,6T-2095-122,,,Shelving & Racks,DMOM1000,Wayfair Canada (French),"Étagère de rangement à 5 niveaux pour le garage, support réglable en métal robuste avec capacité de 2000 lb, tablette utilitaire pour le garage, le sous-sol, la cuisine et l'entrepôt, noir",No,N/A,No,,,,,,,,,75,73.68,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,8,4.5,YELLOW,GREEN,,,GREEN
May 2026,6T-2095-122,,,6T-2095-122,,,Shelving & Racks,DMOM1000,Wayfair Canada (English),"5-Tier Garage Storage Shelving Unit, Heavy Duty Adjustable Metal Rack with 2000 lbs Capacity, Utility Shelf for Garage, Basement, Kitchen & Warehouse, Black",No,N/A,No,,,35,91,533,3,0,1.16,75,73.68,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,8,4.5,YELLOW,GREEN,,,GREEN
May 2026,6T-2095-122,,,6T-2095-122,,,Shelving & Racks,DMOM1000,Wayfair US,"5-Tier Garage Storage Shelving Unit, Heavy Duty Adjustable Metal Rack with 2000 lbs Capacity, Utility Shelf for Garage, Basement, Kitchen & Warehouse, Black",No,N/A,No,126.9,1,1232,98,172,39,2.56,2.41,75,75,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,8,4.5,YELLOW,GREEN,,,GREEN
May 2026,8T-Kayak,,,8T-Kayak,,,Bike And Sport Racks,DMOM1002,Wayfair Canada (French),"Support de rangement autoportant pour kayaks et canoës à 4 niveaux avec accoudoirs latéraux, cadre très résistant aux intempéries, H 82 po, noir",No,N/A,No,,,,,,,,,90.48,90,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,0,,RED,,,,GREEN
May 2026,8T-Kayak,,,8T-Kayak,,,Bike And Sport Racks,DMOM1002,Wayfair Canada (English),"Freestanding 4-tier Kayak & Canoe Storage Rack With Side Gear Arms, Extra-deep Weather-resistant Frame, 82'' H, Black",No,N/A,No,,,27,81,305,2,0,0.76,90.48,90,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,0,,RED,,,,GREEN
May 2026,8T-Kayak,,,8T-Kayak,,,Bike And Sport Racks,DMOM1002,Wayfair US,"Freestanding 4-tier Kayak & Canoe Storage Rack With Side Gear Arms, Extra-deep Weather-resistant Frame, 82'' H, Black",No,N/A,No,,,23,58,783,3,0,1.78,90.48,90.91,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,0,,RED,,,,GREEN
May 2026,3T-Kayak,,,3T-Kayak,,,Bike And Sport Racks,DMOM1004,Wayfair Canada (French),"Support autoportant à 3 niveaux pour kayaks et canoës avec accoudoirs réglables, structure en acier résistant aux intempéries, H 41 po, noir",No,N/A,No,,,,,,,,,90.48,90,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,0,,RED,,,,GREEN
May 2026,3T-Kayak,,,3T-Kayak,,,Bike And Sport Racks,DMOM1004,Wayfair Canada (English),"Freestanding 3-tier Kayak & Canoe Storage Rack With Adjustable Arms, Weather-resistant Steel Frame, 41'' H, Black",No,N/A,No,,,3,35,1032,2,0,0.76,90.48,90,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,3T-Kayak,,,3T-Kayak,,,Bike And Sport Racks,DMOM1004,Wayfair US,"Freestanding 3-tier Kayak & Canoe Storage Rack With Adjustable Arms, Weather-resistant Steel Frame, 41'' H, Black",No,N/A,No,,,3,17,1551,2,0,1.78,90.48,90.91,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,2T-Kayak,,,2T-Kayak,,,Bike And Sport Racks,DMOM1001,Wayfair Canada (French),"Support autoportant à 2 niveaux pour kayaks et canoës avec accoudoirs réglables, structure en acier résistant aux intempéries, H 28 po, noir",No,N/A,No,,,,,,,,,85.71,70,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,2,3.5,RED,RED,,,GREEN
May 2026,2T-Kayak,,,2T-Kayak,,,Bike And Sport Racks,DMOM1001,Wayfair Canada (English),"Freestanding 2-tier Kayak & Canoe Storage Rack With Adjustable Arms, Weather-resistant Steel Frame, 28'' H, Black",No,N/A,No,,,6,51,788,,,0.76,85.71,70,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,2,3.5,RED,RED,,,GREEN
May 2026,2T-Kayak,,,2T-Kayak,,,Bike And Sport Racks,DMOM1001,Wayfair US,"Freestanding 2-tier Kayak & Canoe Storage Rack With Adjustable Arms, Weather-resistant Steel Frame, 28'' H, Black",No,N/A,No,,,2,12,1642,1,0,1.78,85.71,72.73,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,2,3.5,RED,RED,,,GREEN
May 2026,4T-Kayak,,,4T-Kayak,,,Bike And Sport Racks,DMOM1003,Wayfair Canada (French),"Support de rangement autoportant pour kayaks et canoës à 4 niveaux avec accoudoirs réglables, structure en acier résistant aux intempéries, H 80 po, noir",No,N/A,No,,,,,,,,,85.71,70,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,2,5,RED,GREEN,,,GREEN
May 2026,4T-Kayak,,,4T-Kayak,,,Bike And Sport Racks,DMOM1003,Wayfair Canada (English),"Freestanding 4-tier Kayak & Canoe Storage Rack With Adjustable Arms, Weather-resistant Steel Frame, 80'' H, Black",No,N/A,No,117.66,1,111,95,96,25,4,0.76,85.71,70,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,2,5,RED,GREEN,,,GREEN
May 2026,4T-Kayak,,,4T-Kayak,,,Bike And Sport Racks,DMOM1003,Wayfair US,"Freestanding 4-tier Kayak & Canoe Storage Rack With Adjustable Arms, Weather-resistant Steel Frame, 80'' H, Black",No,N/A,No,473.76,4,670,97,71,131,3.82,1.78,85.71,72.73,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,2,5,RED,GREEN,,,GREEN
May 2026,5T-Niudun,,,5T-Niudun,,,Bookcases,DMOM1005,Wayfair Canada (French),"Bibliothèque à 4 niveaux de 70 po en métal noir avec tablettes réglables et structure en acier robuste, grande bibliothèque industrielle pour le salon, la chambre à coucher ou le bureau",No,N/A,No,,,,,,,,,87.88,89.47,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,0,,RED,,,,GREEN
May 2026,5T-Niudun,,,5T-Niudun,,,Bookcases,DMOM1005,Wayfair Canada (English),"4-tier 70''h Black Metal Bookshelf With Adjustable Shelves And Sturdy Steel Frame, Industrial Tall Bookcase For Living Room, Bedroom, Or Office",No,N/A,No,,,15,70,10000,,,1.22,87.5,89.47,RED,YES,GREEN,Low Velocity/Non-Target,59.26,RED,,,,0,,RED,,,,GREEN
May 2026,5T-Niudun,,,5T-Niudun,,,Bookcases,DMOM1005,Wayfair US,"4-tier 70''h Black Metal Bookshelf With Adjustable Shelves And Sturdy Steel Frame, Industrial Tall Bookcase For Living Room, Bedroom, Or Office",No,N/A,No,,,93,66,12773,66,0,2.24,87.5,90,RED,YES,GREEN,Low Velocity/Non-Target,59.26,RED,,,,0,,RED,,,,GREEN
May 2026,MK-WB001B,,,MK-WB001B,,,Workbenches,DMOM1006,Wayfair Canada (French),"Établi roulant réglable de 48 po avec panneau perforé et crochets de rangement, table utilitaire en métal pour garage ou atelier",No,N/A,No,,,,,,,,,80,64.71,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,0,,RED,,,,GREEN
May 2026,MK-WB001B,,,MK-WB001B,,,Workbenches,DMOM1006,Wayfair Canada (English),"48'' Adjustable Rolling Workbench With Pegboard & Storage Hooks, Metal Utility Table For Garage Or Workshop",No,N/A,No,,,1,18,1170,,,0.7,80,64.71,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,MK-WB001B,,,MK-WB001B,,,Workbenches,DMOM1006,Wayfair US,"48'' Adjustable Rolling Workbench With Pegboard & Storage Hooks, Metal Utility Table For Garage Or Workshop",No,N/A,No,,,24,44,1013,,,1.73,80,66.67,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,YB-CW12A0720,,,YB-CW12A0720,,,Cat Cages & Playpens,DMOM1007,Wayfair Canada (French),"Catio d'extérieur de 70 po de hauteur avec roues, 3 plateformes, maisonnette et toit ensoleillé, enclos en bois gris",No,N/A,No,,,,,,,,,73.33,61.11,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,0,,RED,,,,GREEN
May 2026,YB-CW12A0720,,,YB-CW12A0720,,,Cat Cages & Playpens,DMOM1007,Wayfair Canada (English),"70'' Tall Outdoor Cat Catio With Wheels, 3 Platforms, Condo House & Sunshine Roof, Grey Wood Enclosure",No,N/A,No,,,1,20,2195,,,0.64,73.33,61.11,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,YB-CW12A0720,,,YB-CW12A0720,,,Cat Cages & Playpens,DMOM1007,Wayfair US,"70'' Tall Outdoor Cat Catio With Wheels, 3 Platforms, Condo House & Sunshine Roof, Gray Wood Enclosure",No,N/A,No,,,4,25,2936,,,1.3,73.33,56.25,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,YB-CW12S0768,,,YB-CW12S0768,,,Cat Condos & Cat Trees,DMOM1008,Wayfair Canada (French),"Lit à griffer réversible en carton 2-en-1 avec chaise à griffes et ressort, conception courbée pour chats d'intérieur",No,N/A,No,,,,,,,,,78.26,76.92,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,0,,RED,,,,GREEN
May 2026,YB-CW12S0768,,,YB-CW12S0768,,,Cat Condos & Cat Trees,DMOM1008,Wayfair Canada (English),"2-in-1 Reversible Cardboard Cat Scratcher Bed And Lounger With Catnip And Spring Toy, Curved Design For Indoor Cats",No,N/A,No,,,,,,,,0.98,78.26,76.92,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,YB-CW12S0768,,,YB-CW12S0768,,,Cat Condos & Cat Trees,DMOM1008,Wayfair US,"2-in-1 Reversible Cardboard Cat Scratcher Bed And Lounger With Catnip And Spring Toy, Curved Design For Indoor Cats",No,N/A,No,,,7,20,6899,,,2.24,78.26,76.92,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,YB-MSE3400003,,,YB-MSE3400003,,,Crates and Carriers,DMOM1009,Wayfair Canada (French),"Cage pour chien robuste de 54 po avec plateau amovible, toit et roues, grande cage pour chenil pour l'intérieur et l'extérieur",No,N/A,No,,,,,,,,,66.67,72.73,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,0,,RED,,,,GREEN
May 2026,YB-MSE3400003,,,YB-MSE3400003,,,Crates and Carriers,DMOM1009,Wayfair Canada (English),"54'' Heavy-duty Dog Crate With Removable Tray, Roof Top & Wheels, Large Pet Kennel Cage For Indoor/outdoor Use",No,N/A,No,,,,,,,,1.16,66.67,72.73,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,YB-MSE3400003,,,YB-MSE3400003,,,Crates and Carriers,DMOM1009,Wayfair US,"54'' Heavy-duty Dog Crate With Removable Tray, Roof Top & Wheels, Large Pet Kennel Cage For Indoor/outdoor Use",No,N/A,No,,,4,16,3872,,,1.9,62.96,75,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,YB-CW12S0714,,,PWUC2619,,,Small Animal Cages And Habitats,IFOM4699,Wayfair Canada (French),"Cage à hamster en bois avec tunnels, enclos à gerbilles avec plateau et roues amovibles, plateau et avant ouvrable, niche pour petits animaux, souris et autres petits animaux de compagnie",No,N/A,No,,,,,,,,,73.33,26.67,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,1,2,RED,RED,,,GREEN
May 2026,YB-CW12S0714,,,PWUC2619,,,Small Animal Cages And Habitats,IFOM4699,Wayfair Canada (English),"Wooden Hamster Cage with Tunnels, Gerbil Enclosure with Detachable Tray & Wheels, Openable Top and Front, Grey Small Animal Hutch for Mice, Rats, and Other Tiny Pets",No,N/A,No,,,,,,,,0.9,73.33,26.67,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,1,2,RED,RED,,,GREEN
May 2026,YB-CW12S0714,,,PWUC2619,,,Small Animal Cages And Habitats,IFOM4699,Wayfair US,"Wooden Hamster Cage with Tunnels, Gerbil Enclosure with Detachable Tray & Wheels, Openable Top and Front, Small Animal Hutch for Mice, Rats, and Other Tiny Pets",No,N/A,No,,,1,24,3023,4,0,1.91,73.33,25,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,1,2,RED,RED,,,GREEN
May 2026,YB-CW12Y0719,,,YB-CW12Y0719,,,Small Animal Cages And Habitats,DMOM1012,Wayfair Canada (French),"Cage à lapin en bois à 2 niveaux avec roulettes, plateau amovible, toit et rampe ouvrable, maisonnette pour petits lapins et cochons d'Inde, panneaux",No,N/A,No,,,,,,,,,73.33,66.67,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,0,,RED,,,,GREEN
May 2026,YB-CW12Y0719,,,YB-CW12Y0719,,,Small Animal Cages And Habitats,DMOM1012,Wayfair Canada (English),"2-tier Wooden Rabbit Hutch With Wheels, Removable Tray, Openable Roof & Ramp, Small Animal House For Bunnies & Guinea Pigs, Panels",No,N/A,No,,,,,,,,0.9,73.33,66.67,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,YB-CW12Y0719,,,YB-CW12Y0719,,,Small Animal Cages And Habitats,DMOM1012,Wayfair US,"2-tier Wooden Rabbit Hutch With Wheels, Removable Tray, Openable Roof & Ramp, Small Animal House For Bunnies & Guinea Pigs, Panels",No,N/A,No,,,3,44,2231,,,1.91,73.33,68.75,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,YB- CW12X0718,,,YB- CW12X0718,,,Small Animal Cages And Habitats,DMOM1011,Wayfair Canada (French),"Cage à lapins d'extérieur 94,5 po avec 2 couloirs, mezzanine, plateau coulissant, toit et rampes résistants aux intempéries, panneaux 94,5 po",No,N/A,No,,,,,,,,,73.33,66.67,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,0,,RED,,,,GREEN
May 2026,YB- CW12X0718,,,YB- CW12X0718,,,Small Animal Cages And Habitats,DMOM1011,Wayfair Canada (English),"94.5'' 2-storey Outdoor Rabbit Hutch With Dual Runs, Resting Loft, Pull-out Tray, Weatherproof Roof & Ramps, Panels",No,N/A,No,,,,,,,,0.9,73.33,66.67,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,YB- CW12X0718,,,YB- CW12X0718,,,Small Animal Cages And Habitats,DMOM1011,Wayfair US,"94.5'' 2-story Outdoor Rabbit Hutch With Dual Runs, Resting Loft, Pull-out Tray, Weatherproof Roof & Ramps, Panels",No,N/A,No,,,,,,,,1.91,73.33,68.75,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,YB-CW12H0689,,,YB-CW12H0689,,,Small Animal Cages And Habitats,DMOM1013,Wayfair Canada (French),"Poulailler en bois à 2 niveaux de 80 po avec nichoir, couloir, plateau coulissant, toit résistant aux intempéries et jardinière, poulailler",No,N/A,No,,,,,,,,,73.33,66.67,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,0,,RED,,,,GREEN
May 2026,YB-CW12H0689,,,YB-CW12H0689,,,Small Animal Cages And Habitats,DMOM1013,Wayfair Canada (English),"80'' 2-tier Wooden Chicken Coop With Nesting Box, Run, Pull-out Tray, Planter & Weather-resistant Roof, Backyard Hen House",No,N/A,No,,,,,,,,0.9,73.33,66.67,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,YB-CW12H0689,,,YB-CW12H0689,,,Small Animal Cages And Habitats,DMOM1013,Wayfair US,"80'' 2-tier Wooden Chicken Coop With Nesting Box, Run, Pull-out Tray, Planter & Weather-resistant Roof, Backyard Hen House",No,N/A,No,,,,,,,,1.91,73.33,62.5,RED,YES,GREEN,Low Velocity/Non-Target,0,RED,,,,0,,RED,,,,GREEN
May 2026,3T-B,,,3T-B,,,Aquariums & Bowls,DMOM1017,Wayfair Canada (French),Support pour aquarium / reptile ajustable à 3 niveaux 34 po,No,N/A,No,,,,,,,,,72.22,71.43,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,1,4,RED,RED,,,GREEN
May 2026,3T-B,,,3T-B,,,Aquariums & Bowls,DMOM1017,Wayfair Canada (English),"34""W 20-30 Gallon Metal Fish Tank Stand - Heavy Duty 3-Tier Adjustable Aquarium/Reptile Tank Rack for Home Office",No,N/A,No,,,578,99,25,10,0,0.5,72.22,71.43,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,1,4,RED,RED,,,GREEN
May 2026,3T-B,,,3T-B,,,Aquariums & Bowls,DMOM1017,Wayfair US,"34""W 20-30 Gallon Metal Fish Tank Stand - Heavy Duty 3-Tier Adjustable Aquarium/Reptile Tank Rack for Home Office",No,N/A,No,0,0,4482,99,26,70,1.43,0.97,72.22,70,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,1,4,RED,RED,,,GREEN
May 2026,5T-dong-183-120,,,5T-dong-183-120,,,Shelving & Racks,DMOM1015,Wayfair Canada (French),"Étagère à 5 niveaux en métal robuste - capacité de 2000 lb avec panneau perforé et roues verrouillables, pour le garage / entrepôt / cuisine",No,N/A,No,,,,,,,,,75,84.21,RED,NO,RED,Low Velocity/Non-Target,,,,,,6,4.33,YELLOW,YELLOW,,,GREEN
May 2026,5T-dong-183-120,,,5T-dong-183-120,,,Shelving & Racks,DMOM1015,Wayfair Canada (English),"5-Tier Heavy Duty Metal Shelving Unit - 2000LBS Capacity with Pegboard & Lockable Wheels, for Garage/Warehouse/Kitchen",No,N/A,No,,,1,29,4144,,,1.16,75,84.21,RED,NO,RED,Low Velocity/Non-Target,0,RED,,,,6,4.33,YELLOW,YELLOW,,,GREEN
May 2026,5T-dong-183-120,,,5T-dong-183-120,,,Shelving & Racks,DMOM1015,Wayfair US,"5-Tier Heavy Duty Metal Shelving Unit - 2000LBS Capacity with Pegboard & Lockable Wheels, for Garage/Warehouse/Kitchen",No,N/A,No,,,6,28,4442,3,0,2.41,75,85,RED,NO,RED,Low Velocity/Non-Target,0,RED,,,,6,4.33,YELLOW,YELLOW,,,GREEN
May 2026,5T-dong-198-120,,,5T-dong-198-120,,,Shelving & Racks,DMOM1015,Wayfair Canada (French),"Étagère à 5 niveaux en métal robuste - capacité de 2000 lb avec panneau perforé et roues verrouillables, pour le garage / entrepôt / cuisine",No,N/A,No,,,,,,,,,75,84.21,RED,NO,RED,Low Velocity/Non-Target,,,,,,6,4.33,YELLOW,YELLOW,,,GREEN
May 2026,5T-dong-198-120,,,5T-dong-198-120,,,Shelving & Racks,DMOM1015,Wayfair Canada (English),"5-Tier Heavy Duty Metal Shelving Unit - 2000LBS Capacity with Pegboard & Lockable Wheels, for Garage/Warehouse/Kitchen",No,N/A,No,,,1,29,4144,,,1.16,75,84.21,RED,NO,RED,Low Velocity/Non-Target,0,RED,,,,6,4.33,YELLOW,YELLOW,,,GREEN
May 2026,5T-dong-198-120,,,5T-dong-198-120,,,Shelving & Racks,DMOM1015,Wayfair US,"5-Tier Heavy Duty Metal Shelving Unit - 2000LBS Capacity with Pegboard & Lockable Wheels, for Garage/Warehouse/Kitchen",No,N/A,No,,,6,28,4442,1,0,2.41,75,85,RED,NO,RED,Low Velocity/Non-Target,0,RED,,,,6,4.33,YELLOW,YELLOW,,,GREEN
May 2026,5T-wangge,,,5T-wangge,,,Shelving & Racks,DMOM1016,Wayfair Canada (French),Étagère de rangement 72 mailles 72 pouces,No,N/A,No,,,,,,,,,75,84.21,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,3,4.33,RED,YELLOW,,,GREEN
May 2026,5T-wangge,,,5T-wangge,,,Shelving & Racks,DMOM1016,Wayfair Canada (English),"72""H 5-Tier Adjustable Heavy Duty Shelving Metal Mesh Storage Rack",No,N/A,No,,,10,78,1277,2,0,1.16,75,84.21,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,3,4.33,RED,YELLOW,,,GREEN
May 2026,5T-wangge,,,5T-wangge,,,Shelving & Racks,DMOM1016,Wayfair US,"72""H 5-Tier Adjustable Heavy Duty Shelving Metal Mesh Storage Rack",No,N/A,No,,,322,93,443,16,0,2.41,75,85,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,3,4.33,RED,YELLOW,,,GREEN
May 2026,3T-W,,,3T-W,,,Aquariums & Bowls,DMOM1017,Wayfair Canada (French),Support pour aquarium / reptile ajustable à 3 niveaux 34 po,No,N/A,No,,,,,,,,,72.22,71.43,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,1,4,RED,RED,,,GREEN
